Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Barbapapa,6.16,Fantasy,TV,45,1974,KSS,Picture book,5 min,PG - Children
Barbapapa (1977),5.97,Kids,TV,48,1977,KSS,Picture book,5 min,PG - Children
Barbapapa Sekai wo Mawaru,6.01,Adventure,TV,50,1999,Kodansha,Picture book,5 min,G - All Ages
Barom One,5.22,Action,TV,13,2003,AT-X,Manga,24 min,PG-13 - Teens 13 or older
Bartender,7.37,Drama,TV,11,2006,Pony Canyon,Manga,23 min,PG-13 - Teens 13 or older
Basilisk: Kouga Ninpou Chou,7.58,Action,TV,24,2005,GDH,Manga,24 min,R - 17+ (violence & profanity)
Basilisk: Ouka Ninpouchou,5.47,Action,TV,24,2018,Kodansha,Manga,23 min,R - 17+ (violence & profanity)
Basquash!,7.24,Sports,TV,26,2009,Mainichi Broadcasting System,Original,24 min,PG-13 - Teens 13 or older
Battery,5.72,Sports,TV,11,2016,Aniplex,Novel,23 min,PG-13 - Teens 13 or older
Battle Athletess Daiundoukai (TV),6.9,Action,TV,26,1997,TV Tokyo,Original,22 min,PG - Children
Battle Girl High School,5.84,Action,TV,12,2017,flying DOG,Game,23 min,PG-13 - Teens 13 or older
Battle Spirits: Brave,7.08,"Game, Military, Sci-Fi, Adventure, Demons",TV,50,2010,Nagoya Broadcasting Network,Card game,24 min,PG - Children
Battle Spirits: Heroes,6.18,"Game, Sci-Fi",TV,50,2011,Nagoya Broadcasting Network,Card game,24 min,PG - Children
Battle Spirits: Shounen Toppa Bashin,6.43,"Game, Shounen",TV,50,2008,Sotsu,Card game,24 min,PG - Children
Battle Spirits: Sword Eyes,6.58,"Game, Adventure, Fantasy",TV,29,2012,Nagoya Broadcasting Network,Card game,25 min,PG - Children
Beastars,8.05,"Slice of Life, Psychological, Drama, Shounen",TV,12,2019,Movic,Manga,22 min,R - 17+ (violence & profanity)
Beatless,6.2,Action,TV,20,2018,Kadokawa,Light novel,24 min,PG-13 - Teens 13 or older
Beck,8.31,Drama,TV,26,2004,Marvelous,Manga,25 min,R - 17+ (violence & profanity)
Beelzebub,7.91,Action,TV,60,2011,Studio Jack,Manga,24 min,PG-13 - Teens 13 or older
Beelzebub-jou no Okinimesu mama.,7.26,Fantasy,TV,12,2018,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Bem,6.03,Action,TV,12,2019,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Ben-To,7.28,Action,TV,12,2011,Pony Canyon,Light novel,24 min,PG-13 - Teens 13 or older
Bermuda Triangle: Colorful Pastrale,5.46,"Music, Fantasy",TV,12,2019,Bushiroad,Original,25 min,PG-13 - Teens 13 or older
Bernard-jou Iwaku.,6,School,TV,12,2016,DAX Production,Manga,3 min,PG-13 - Teens 13 or older
Berserk,6.39,Action,TV,12,2016,WOWOW,Manga,24 min,R+ - Mild Nudity
Berserk 2nd Season,6.69,Action,TV,12,2017,WOWOW,Manga,24 min,R - 17+ (violence & profanity)
Beyblade Burst,6.33,Action,TV,51,2016,TV Tokyo,Original,24 min,PG - Children
Beyblade Burst God,6.7,Action,TV,51,2017,TV Tokyo,Original,24 min,PG - Children
Big Order (TV),5.4,Action,TV,10,2016,Lantis,Manga,24 min,R+ - Mild Nudity
Bihada Ichizoku,5.77,"Parody, Drama, Shoujo",TV,12,2008,OB Planning,Original,9 min,PG-13 - Teens 13 or older
Bikini Warriors,5.16,Comedy,TV,12,2015,Heewon Entertainment,Other,4 min,R+ - Mild Nudity
Binan Koukou Chikyuu Boueibu Happy Kiss!,6.51,Comedy,TV,12,2018,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Binan Koukou Chikyuu Boueibu LOVE!,6.89,"Slice of Life, Comedy, Parody, Magic, School",TV,12,2015,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Binan Koukou Chikyuu Boueibu LOVE! LOVE!,7.05,"Slice of Life, Comedy, Parody, Magic, School",TV,12,2016,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Binbou Shimai Monogatari,6.88,"Slice of Life, Comedy, Drama, Seinen",TV,10,2006,Asahi,Manga,24 min,G - All Ages
Binbougami ga!,7.73,Parody,TV,13,2012,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Binchou-tan,6.92,"Slice of Life, Comedy",TV,12,2006,Bandai Visual,Manga,12 min,G - All Ages
Binzume Yousei,6.45,Fantasy,TV,13,2003,Geneon Universal Entertainment,Original,13 min,G - All Ages
Bishoujo Senshi Sailor Moon S,7.85,Drama,TV,38,1994,Asahi,Manga,24 min,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon SuperS,7.59,Drama,TV,39,1995,Asahi,Manga,24 min,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon: Sailor Stars,7.92,Adventure,TV,34,1996,Asahi,Manga,24 min,PG-13 - Teens 13 or older
Bishoujo Yuugi Unit Crane Game Girls Galaxy,4.82,"Game, Space, Comedy",TV,12,2016,Pony Canyon,Original,13 min,PG - Children
Black Blood Brothers,7.14,Action,TV,12,2006,Tokyo Movie Shinsha,Light novel,25 min,R - 17+ (violence & profanity)
Black Bullet,7.17,Action,TV,13,2014,Geneon Universal Entertainment,Light novel,24 min,R - 17+ (violence & profanity)
Black Cat (TV),7.38,"Sci-Fi, Adventure, Comedy, Super Power, Shounen",TV,23,2005,GDH,Manga,24 min,PG-13 - Teens 13 or older
Black Clover,7.38,Action,TV,170,2017,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Black Jack (TV),7.62,Drama,TV,61,2004,Yomiko Advertising,Manga,25 min,PG-13 - Teens 13 or older
Black Lagoon,8.05,Action,TV,12,2006,Geneon Universal Entertainment,Manga,24 min,R - 17+ (violence & profanity)
Black Lagoon: The Second Barrage,8.19,Action,TV,12,2006,Geneon Universal Entertainment,Manga,24 min,R - 17+ (violence & profanity)
Black★Rock Shooter (TV),6.85,Action,TV,8,2012,Aniplex,Other,23 min,PG-13 - Teens 13 or older
Blade & Soul,6.09,Action,TV,13,2014,TBS,Game,24 min,R - 17+ (violence & profanity)
Blade of the Immortal,6.82,Action,TV,13,2008,Pony Canyon,Manga,24 min,R - 17+ (violence & profanity)
Blassreiter,6.94,Action,TV,24,2008,Nippon Animation,Original,23 min,R - 17+ (violence & profanity)
BlazBlue: Alter Memory,6.13,Action,TV,12,2013,Lantis,Game,24 min,R - 17+ (violence & profanity)
Bleach,7.8,Action,TV,366,2004,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Blend S,7.36,"Slice of Life, Comedy",TV,12,2017,Aniplex,4-koma manga,23 min,PG-13 - Teens 13 or older
Blood Lad,7.33,Action,TV,10,2013,Kadokawa,Manga,24 min,PG-13 - Teens 13 or older
Blood-C,6.56,Action,TV,12,2011,Aniplex,Manga,23 min,R - 17+ (violence & profanity)
Blood+,7.66,Action,TV,50,2005,Aniplex,Original,24 min,R - 17+ (violence & profanity)
Bloodivores,5.51,Action,TV,12,2016,Emon,Web manga,24 min,R - 17+ (violence & profanity)
Blue Dragon,6.41,Adventure,TV,51,2007,Pony Canyon,Game,25 min,PG - Children
Blue Dragon: Tenkai no Shichi Ryuu,6.56,Adventure,TV,51,2008,TV Tokyo,Game,20 min,PG - Children
Blue Drop: Tenshi-tachi no Gikyoku,6.73,"Sci-Fi, Drama, Shoujo Ai",TV,13,2007,Bee Train,Manga,26 min,PG-13 - Teens 13 or older
Blue Gender,7.05,Adventure,TV,26,1999,Yomiko Advertising,Original,23 min,R+ - Mild Nudity
Blue Seed,7.03,Action,TV,26,1994,Nihon Ad Systems,Manga,23 min,PG-13 - Teens 13 or older
Bobobo-bo Bo-bobo,7.5,"Sci-Fi, Adventure, Comedy, Shounen",TV,76,2003,Avex Entertainment,Manga,25 min,PG-13 - Teens 13 or older
Boku dake ga Inai Machi,8.37,"Mystery, Psychological, Supernatural, Seinen",TV,12,2016,Aniplex,Manga,23 min,R - 17+ (violence & profanity)
Boku no Hero Academia,8.11,Action,TV,13,2016,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
Boku no Hero Academia 2nd Season,8.33,Action,TV,25,2017,Dentsu,Manga,23 min,PG-13 - Teens 13 or older
Boku no Hero Academia 3rd Season,8.25,Action,TV,25,2018,Dentsu,Manga,23 min,PG-13 - Teens 13 or older
Boku no Hero Academia 4th Season,8.06,Action,TV,25,2019,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
"Boku no Imouto wa ""Osaka Okan""",5.79,Comedy,TV,12,2013,Toho,Original,3 min,PG-13 - Teens 13 or older
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.28,"Harem, Comedy, Romance, Ecchi, School",TV,10,2017,AT-X,Web manga,23 min,PG-13 - Teens 13 or older
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.64,"Slice of Life, Comedy, School, Josei",TV,12,2020,TMS Entertainment,Manga,23 min,PG-13 - Teens 13 or older
Boku wa Tomodachi ga Sukunai,7.27,Ecchi,TV,12,2011,AIC,Light novel,24 min,R+ - Mild Nudity
Boku wa Tomodachi ga Sukunai Next,7.4,"Harem, Slice of Life, Comedy, Romance, School",TV,12,2013,Media Factory,Light novel,24 min,R+ - Mild Nudity
Bokura ga Ita,7.31,"Slice of Life, Drama, Romance, Shoujo",TV,26,2006,Marvelous,Manga,25 min,PG-13 - Teens 13 or older
Bokura no,7.66,"Sci-Fi, Psychological, Drama, Mecha, Seinen",TV,24,2007,Sotsu,Manga,23 min,R - 17+ (violence & profanity)
Bokura wa Minna Kawai-sou,7.72,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,2014,TBS,Manga,24 min,PG-13 - Teens 13 or older
Bokutachi wa Benkyou ga Dekinai,7.33,"Harem, Comedy, Romance, School, Shounen",TV,13,2019,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Bokutachi wa Benkyou ga Dekinai!,7.36,"Harem, Comedy, Romance, School, Shounen",TV,13,2019,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Bomberman B-Daman Bakugaiden,6.48,"Sci-Fi, Comedy, Shounen",TV,48,1998,Nagoya Broadcasting Network,Game,26 min,PG - Children
Bonobono (TV),6.71,Comedy,TV,48,1995,Geneon Universal Entertainment,4-koma manga,15 min,G - All Ages
Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",TV,12,2000,VAP,Light novel,24 min,R+ - Mild Nudity
Boogiepop wa Warawanai (2019),7.1,"Psychological, Mystery, Horror",TV,18,2019,AT-X,Light novel,23 min,R - 17+ (violence & profanity)
Bouken Ou Beet,6.98,Adventure,TV,52,2004,TV Tokyo,Manga,23 min,PG - Children
Bouken Ou Beet Excellion,6.72,Adventure,TV,25,2005,TV Tokyo,Manga,24 min,PG - Children
Bouken Yuuki Pluster World,6.18,Action,TV,52,2003,TV Tokyo,Original,24 min,G - All Ages
Boukyaku no Senritsu,6.34,Adventure,TV,24,2004,Kadokawa,Manga,23 min,PG-13 - Teens 13 or older
Brain Powerd,6.11,Action,TV,26,1998,Bandai Visual,Original,25 min,PG-13 - Teens 13 or older
Brave 10,6.8,Action,TV,12,2012,Media Factory,Manga,24 min,R - 17+ (violence & profanity)
Brave Witches,6.82,Action,TV,12,2016,Nippon Animation,Original,23 min,R+ - Mild Nudity
Break Blade,7.29,Action,TV,12,2014,Bandai Visual,Manga,24 min,R - 17+ (violence & profanity)
Breakers,6.35,Sports,TV,16,2020,NHK,Original,8 min,PG-13 - Teens 13 or older
Brigadoon: Marin to Melan,7.26,Adventure,TV,26,2000,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Brothers Conflict,6.13,"Harem, Romance, Shoujo",TV,12,2013,Kadokawa,Novel,24 min,PG-13 - Teens 13 or older
Btooom!,7.39,Action,TV,12,2012,Sotsu,Manga,24 min,R - 17+ (violence & profanity)
Bubblegum Crisis Tokyo 2040,7.1,Adventure,TV,26,1998,Victor Entertainment,Original,24 min,R - 17+ (violence & profanity)
Bubuki Buranki,6.3,Action,TV,12,2016,Dentsu,Original,24 min,PG-13 - Teens 13 or older
Bubuki Buranki: Hoshi no Kyojin,6.83,Action,TV,12,2016,Dentsu,Original,23 min,PG-13 - Teens 13 or older
Buddy Complex,7.17,Action,TV,13,2014,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Bungou Stray Dogs,7.79,Action,TV,12,2016,Lantis,Manga,23 min,R - 17+ (violence & profanity)
Bungou Stray Dogs 2nd Season,8.2,Action,TV,12,2016,Lantis,Manga,23 min,R - 17+ (violence & profanity)
Bungou Stray Dogs 3rd Season,8.17,Action,TV,12,2019,WOWOW,Manga,23 min,R - 17+ (violence & profanity)
Burn Up Excess,6.55,Action,TV,13,1998,AIC,Original,25 min,PG-13 - Teens 13 or older
Burn Up Scramble,6.19,Action,TV,12,2004,Geneon Universal Entertainment,Original,24 min,R - 17+ (violence & profanity)
Bus Gamer,6.54,Action,TV,3,2008,Frontier Works,Manga,23 min,PG-13 - Teens 13 or older
Busou Renkin,7.35,Action,TV,26,2006,Geneon Universal Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Busou Shoujo Machiavellianism,6.96,Action,TV,12,2017,Media Factory,Manga,23 min,PG-13 - Teens 13 or older
Butlers: Chitose Momotose Monogatari,5.64,School,TV,12,2018,Lantis,Original,23 min,PG-13 - Teens 13 or older
C: The Money of Soul and Possibility Control,7.25,Action,TV,11,2011,Fuji TV,Original,22 min,PG-13 - Teens 13 or older
C³,6.66,Action,TV,12,2011,Starchild Records,Light novel,24 min,R - 17+ (violence & profanity)
Caligula (TV),6.03,Action,TV,12,2018,Pony Canyon,Game,23 min,PG-13 - Teens 13 or older
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.05,Comedy,TV,13,2012,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Canaan,7.27,Action,TV,13,2009,Lantis,Visual novel,23 min,R - 17+ (violence & profanity)
Canvas 2: Niji-iro no Sketch,6.78,Drama,TV,24,2005,DAX Production,Visual novel,24 min,PG-13 - Teens 13 or older
Capeta,7.83,Cars,TV,52,2005,TV Tokyo,Manga,23 min,PG - Children
Captain Earth,6.42,Action,TV,25,2014,Avex Entertainment,Original,24 min,PG-13 - Teens 13 or older
Captain Tsubasa,7.3,Action,TV,128,1983,TV Tokyo,Manga,24 min,G - All Ages
Captain Tsubasa (2018),7.42,Action,TV,52,2018,TV Tokyo,Manga,22 min,G - All Ages
Captain Tsubasa J,7.27,Action,TV,47,1994,Nihon Ad Systems,Manga,27 min,G - All Ages
Captain Tsubasa: Road to 2002,7.4,Action,TV,52,2001,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Cardcaptor Sakura,8.16,Adventure,TV,70,1998,NHK,Manga,25 min,PG - Children
Cardcaptor Sakura: Clear Card-hen,7.66,Adventure,TV,22,2018,NHK,Manga,25 min,PG - Children
Cardfight!! Vanguard,7.04,Action,TV,65,2011,Dentsu,Original,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard G,6.52,Action,TV,48,2014,TV Tokyo,Card game,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard G: GIRS Crisis-hen,6.67,Action,TV,26,2015,TV Tokyo,Card game,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard G: Next,6.59,Action,TV,52,2016,Sotsu,Card game,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard G: Z,6.48,Action,TV,24,2017,Sotsu,Card game,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard: Asia Circuit-hen,6.84,Action,TV,39,2012,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard: Legion Mate-hen,6.79,Action,TV,33,2014,Dentsu,Original,24 min,PG-13 - Teens 13 or older
Cardfight!! Vanguard: Link Joker-hen,7.17,Action,TV,59,2013,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Carole & Tuesday,7.95,Drama,TV,24,2019,Fuji TV,Original,22 min,PG-13 - Teens 13 or older
Casshern Sins,7.53,Action,TV,24,2008,Shochiku,Other,24 min,R - 17+ (violence & profanity)
Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",TV,12,2017,Tohokushinsha Film Corporation,Manga,23 min,R+ - Mild Nudity
ChäoS;Child,6.39,"Sci-Fi, Mystery, Psychological, Supernatural",TV,12,2017,Kadokawa,Visual novel,23 min,R - 17+ (violence & profanity)
ChäoS;HEAd,6.37,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",TV,12,2008,VAP,Visual novel,27 min,R - 17+ (violence & profanity)
Chain Chronicle: Haecceitas no Hikari,6.66,Action,TV,12,2017,Bandai Visual,Game,24 min,PG-13 - Teens 13 or older
Chance Triangle Session,6.53,"Slice of Life, Music, Drama",TV,13,2001,Avex Entertainment,Radio,24 min,PG-13 - Teens 13 or older
Chaos Dragon: Sekiryuu Seneki,5.66,Action,TV,12,2015,Sotsu,Game,24 min,R - 17+ (violence & profanity)
Chargeman Ken!,4.73,Action,TV,65,1974,KlockWorx,Original,6 min,PG - Children
Charlotte,7.77,Drama,TV,13,2015,Aniplex,Original,24 min,PG-13 - Teens 13 or older
Cheating Craft,5.44,Action,TV,12,2016,Haoliners Animation League,Novel,12 min,PG-13 - Teens 13 or older
Cheburashka Arere?,6.46,"Kids, Slice of Life, Comedy",TV,26,2009,Dream Creation,Book,3 min,G - All Ages
Cheer Danshi!!,6.71,Sports,TV,12,2016,Bandai Visual,Novel,24 min,PG-13 - Teens 13 or older
Chi's Sweet Home,7.7,Comedy,TV,104,2008,TV Tokyo,Manga,3 min,G - All Ages
Chibi☆Devi!,6.76,"Fantasy, Shoujo, Supernatural",TV,75,2011,Shochiku,Manga,5 min,PG - Children
Chicchana Yukitsukai Sugar,7.08,Fantasy,TV,24,2001,Kadokawa,Original,24 min,PG - Children
Chihayafuru,8.23,Drama,TV,25,2011,VAP,Manga,22 min,PG-13 - Teens 13 or older
Chihayafuru 2,8.43,Drama,TV,25,2013,VAP,Manga,22 min,PG-13 - Teens 13 or older
Chihayafuru 3,8.52,Game,TV,24,2019,Kodansha,Manga,22 min,PG-13 - Teens 13 or older
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,Adventure,TV,52,1989,TV Tokyo,Other,23 min,G - All Ages
Chiisana Kyojin Microman,6.27,Action,TV,52,1999,TV Tokyo,Other,25 min,G - All Ages
Chikyuu Bouei Kazoku,6.57,Action,TV,13,2001,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Chikyuu Bouei Kigyou Dai-Guard,7.13,"Military, Sci-Fi, Adventure, Comedy, Mecha",TV,26,1999,Sotsu,Original,25 min,PG-13 - Teens 13 or older
Chikyuu Shoujo Arjuna,6.83,Adventure,TV,13,2001,Bandai Visual,Original,26 min,PG-13 - Teens 13 or older
Chiruran: Nibun no Ichi,5.67,Action,TV,12,2017,DAX Production,Manga,2 min,G - All Ages
Chitose Get You!!,6.26,Romance,TV,26,2012,AT-X,4-koma manga,3 min,PG-13 - Teens 13 or older
Chobits,7.43,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",TV,26,2002,TBS,Manga,24 min,PG-13 - Teens 13 or older
Choboraunyopomi Gekijou Ai Mai Mii,5.84,Comedy,TV,13,2013,AT-X,4-koma manga,3 min,PG-13 - Teens 13 or older
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,5.99,Comedy,TV,12,2014,Dream Creation,4-koma manga,3 min,PG-13 - Teens 13 or older
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.11,"Slice of Life, Comedy",TV,12,2017,Dream Creation,4-koma manga,3 min,PG-13 - Teens 13 or older
Choegang Habche: Mix Master,6.2,Adventure,TV,39,2010,Studio Jack,Original,24 min,PG-13 - Teens 13 or older
Chou Denji Machine Voltes V,7.45,Action,TV,40,1977,Asahi,Original,23 min,PG-13 - Teens 13 or older
Chou Hatsumei Boy Kanipan,6.53,Adventure,TV,21,1999,Studio Comet,Original,30 min,G - All Ages
Chou Henshin Cosprayers,4.95,Action,TV,8,2004,m.o.e.,Original,14 min,PG-13 - Teens 13 or older
Chou Kousoku Galvion,5.97,Action,TV,22,1984,Asahi,Original,23 min,PG-13 - Teens 13 or older
Chou Shounen Tanteidan Neo,5.25,Mystery,TV,13,2017,Tokyo Movie Shinsha,Novel,4 min,PG-13 - Teens 13 or older
Choujigen Game Neptune The Animation,6.99,Action,TV,12,2013,Frontier Works,Game,24 min,PG-13 - Teens 13 or older
Choujigen Kakumei Anime: Dimension High School,5.21,School,TV,11,2019,Pioneer LDC,Original,10 min,PG-13 - Teens 13 or older
Choujikuu Kidan Southern Cross,6.58,Action,TV,23,1984,Big West,Original,23 min,R+ - Mild Nudity
Choujikuu Seiki Orguss,6.52,Action,TV,35,1983,Tokyo Movie Shinsha,Original,25 min,PG-13 - Teens 13 or older
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,6.34,Fantasy,TV,12,2019,Sotsu,Light novel,23 min,PG-13 - Teens 13 or older
Choujuu Kishin Dancougar,6.65,Action,TV,38,1985,Ashi Production,Original,25 min,PG-13 - Teens 13 or older
Choujuushin Gravion,6.4,Action,TV,13,2002,Imagica,Original,23 min,PG-13 - Teens 13 or older
Choukadou Girl ⅙,6,Romance,TV,12,2019,AT-X,Manga,12 min,PG-13 - Teens 13 or older
Chouon Senshi Borgman,6.39,Action,TV,35,1988,Yomiko Advertising,Other,24 min,PG-13 - Teens 13 or older
Chousoku Henkei Gyrozetter,6.42,Action,TV,51,2012,TV Tokyo,Game,25 min,G - All Ages
Chousoku Spinner,6.63,Sports,TV,22,1998,Shochiku,Manga,23 min,G - All Ages
Chouyaku Hyakuninisshu: Uta Koi.,7.48,Historical,TV,13,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Chrno Crusade,7.66,Action,TV,24,2003,Lantis,Manga,23 min,R - 17+ (violence & profanity)
Chrome Shelled Regios,7.35,Action,TV,24,2009,AIC,Light novel,24 min,R - 17+ (violence & profanity)
Chu-Bra!!,6.23,Ecchi,TV,12,2010,GANSIS,Manga,24 min,PG-13 - Teens 13 or older
Chuubyou Gekihatsu Boy,6.78,School,TV,11,2019,Lantis,Novel,23 min,PG-13 - Teens 13 or older
Chuukan Kanriroku Tonegawa,7.14,Parody,TV,24,2018,VAP,Manga,23 min,PG-13 - Teens 13 or older
Chuunibyou demo Koi ga Shitai!,7.77,"Slice of Life, Comedy, Drama, Romance, School",TV,12,2012,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Chuunibyou demo Koi ga Shitai! Ren,7.56,Drama,TV,12,2014,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Cinderella Girls Gekijou 2nd Season,6.65,"Slice of Life, Comedy",TV,13,2017,Frontier Works,4-koma manga,3 min,PG-13 - Teens 13 or older
Circlet Princess,6,Action,TV,12,2019,Lantis,Game,24 min,PG-13 - Teens 13 or older
Citrus,6.51,Drama,TV,12,2018,Sotsu,Manga,23 min,PG-13 - Teens 13 or older
City Hunter,7.93,Action,TV,51,1987,Aniplex,Manga,25 min,PG-13 - Teens 13 or older
Clamp Gakuen Tanteidan,6.91,Action,TV,26,1997,Bandai Visual,Manga,24 min,G - All Ages
Clannad,8.07,Drama,TV,23,2007,Pony Canyon,Visual novel,24 min,PG-13 - Teens 13 or older
Clannad: After Story,8.96,"Slice of Life, Comedy, Supernatural, Drama, Romance",TV,24,2008,Pony Canyon,Visual novel,24 min,PG-13 - Teens 13 or older
ClassicaLoid,6.41,Music,TV,25,2016,NHK,Original,24 min,PG-13 - Teens 13 or older
ClassicaLoid 2nd Season,6.5,"Music, Comedy",TV,25,2017,NHK,Original,24 min,PG-13 - Teens 13 or older
Classroom☆Crisis,7.04,Drama,TV,13,2015,Aniplex,Original,24 min,PG-13 - Teens 13 or older
Claymore,7.78,Action,TV,26,2007,VAP,Manga,23 min,R+ - Mild Nudity
Clione no Akari,5.41,Drama,TV,12,2017,KSS,Novel,9 min,PG - Children
Clockwork Planet,6.47,"Fantasy, Sci-Fi",TV,12,2017,TBS,Light novel,24 min,PG-13 - Teens 13 or older
Cluster Edge,6.35,Action,TV,25,2005,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Cobra The Animation,7.11,Action,TV,13,2010,Haoliners Animation League,Manga,24 min,R+ - Mild Nudity
Code Geass: Hangyaku no Lelouch,8.72,Action,TV,25,2006,Bandai Visual,Original,24 min,R - 17+ (violence & profanity)
Code Geass: Hangyaku no Lelouch R2,8.91,Action,TV,25,2008,Bandai Visual,Original,24 min,R - 17+ (violence & profanity)
Code-E,6.44,Romance,TV,12,2007,Nagoya Broadcasting Network,Original,24 min,G - All Ages
Code:Breaker,6.8,Action,TV,13,2012,Bandai Visual,Manga,24 min,R - 17+ (violence & profanity)
Code:Realize - Sousei no Himegimi,6.65,"Military, Harem, Historical, Romance, Fantasy, Josei",TV,12,2017,Frontier Works,Visual novel,23 min,PG-13 - Teens 13 or older
Colorful,6.05,Comedy,TV,16,1999,TBS,Manga,6 min,R+ - Mild Nudity
Comet Lucifer,5.86,Action,TV,12,2015,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Comic Girls,7.42,"Slice of Life, Comedy",TV,12,2018,Sotsu,4-koma manga,23 min,PG-13 - Teens 13 or older
Comic Party,6.59,Drama,TV,13,2001,KSS,Visual novel,24 min,PG-13 - Teens 13 or older
Comic Party Revolution,6.52,Drama,TV,13,2005,AQUAPLUS,Visual novel,24 min,PG-13 - Teens 13 or older
Conception,4.65,Action,TV,12,2018,Sotsu,Game,23 min,PG-13 - Teens 13 or older
Concrete Revolutio: Choujin Gensou,6.71,Action,TV,13,2015,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Concrete Revolutio: Choujin Gensou - The Last Song,7.05,Action,TV,11,2016,Bandai Visual,Original,24 min,R+ - Mild Nudity
Cookin' Idol Ai! Mai! Main!,6.18,Kids,TV,305,2009,NHK,Original,6 min,PG - Children
Cooking Papa,6.58,Comedy,TV,151,1992,Asahi Broadcasting,Manga,25 min,G - All Ages
Coppelion,6.48,Action,TV,13,2013,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",TV,52,1999,NHK,Original,25 min,PG - Children
Cosmic Baton Girl Comet-san☆,7.15,Adventure,TV,43,2001,Geneon Universal Entertainment,Manga,24 min,G - All Ages
