number,Name,Score,Genre,Type,Episodes,Year,Producers,Source,Duration,Rating
1,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.49,Action,TV,12,2020,Movic,Light novel,24,PG-13 - Teens 13 or older
1,Durarara!!,8.18,Action,TV,24,2010,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Durarara!!x2 Ketsu,8.1,Action,TV,12,2016,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Durarara!!x2 Shou,8.03,Action,TV,12,2015,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Durarara!!x2 Ten,8.01,Action,TV,12,2015,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Eat-Man,6.46,Action,TV,12,1997,Bandai Visual,Manga,24,R - 17+ (violence & profanity)
1,Eden's Bowy,6.52,Action,TV,26,1999,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Elfen Lied,7.56,Action,TV,13,2004,VAP,Manga,25,R+ - Mild Nudity
1,Enen no Shouboutai,7.68,Action,TV,24,2019,Mainichi Broadcasting System,Manga,23,PG-13 - Teens 13 or older
1,Enen no Shouboutai: Ni no Shou,7.78,Action,TV,24,2020,Mainichi Broadcasting System,Manga,24,PG-13 - Teens 13 or older
1,Etotama,6.85,Action,TV,12,2015,Pony Canyon,Original,24,PG-13 - Teens 13 or older
1,Eureka Seven AO,6.7,Action,TV,24,2012,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Ex-Arm,2.18,Action,TV,12,2021,Nippon Animation,Manga,23,PG-13 - Teens 13 or older
1,Eyeshield 21,7.95,Action,TV,145,2005,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,F-Zero: Falcon Densetsu,6.42,Action,TV,51,2003,Studio Jack,Game,23,PG - Children
1,Fairy Gone,5.81,Action,TV,12,2019,Mainichi Broadcasting System,Original,23,PG-13 - Teens 13 or older
1,Fairy Gone 2nd Season,6.39,Action,TV,12,2019,Mainichi Broadcasting System,Original,23,PG-13 - Teens 13 or older
1,Fairy Tail,7.68,Action,TV,175,2009,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Fairy Tail (2014),7.73,Action,TV,102,2014,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Fairy Tail: Final Series,7.55,Action,TV,51,2018,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Fate/Apocrypha,7.16,Action,TV,25,2017,Aniplex,Light novel,23,R - 17+ (violence & profanity)
1,Fate/Extra: Last Encore,6.29,Action,TV,10,2018,Aniplex,Game,24,R - 17+ (violence & profanity)
1,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.95,Action,TV,21,2019,Aniplex,Game,23,PG-13 - Teens 13 or older
1,Fate/kaleid liner Prisma☆Illya,7.11,Action,TV,10,2013,Lantis,Manga,24,PG-13 - Teens 13 or older
1,Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.25,Action,TV,10,2015,Lantis,Manga,23,PG-13 - Teens 13 or older
1,Fate/kaleid liner Prisma☆Illya 2wei!,7.3,Action,TV,10,2014,Lantis,Manga,23,PG-13 - Teens 13 or older
1,Fate/kaleid liner Prisma☆Illya 3rei!!,7.55,Action,TV,12,2016,Lantis,Manga,24,PG-13 - Teens 13 or older
1,Fate/stay night,7.34,Action,TV,24,2006,Geneon Universal Entertainment,Visual novel,24,R - 17+ (violence & profanity)
1,Fate/stay night: Unlimited Blade Works,8.22,Action,TV,12,2014,Aniplex,Visual novel,28,R - 17+ (violence & profanity)
1,Fate/stay night: Unlimited Blade Works 2nd Season,8.33,Action,TV,13,2015,Aniplex,Visual novel,23,R - 17+ (violence & profanity)
1,Fate/Zero,8.34,Action,TV,13,2011,Aniplex,Light novel,28,R - 17+ (violence & profanity)
1,Fate/Zero 2nd Season,8.59,Action,TV,12,2012,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Final Fantasy: Unlimited,6.2,Action,TV,25,2001,TV Tokyo,Game,24,PG-13 - Teens 13 or older
1,Frame Arms Girl,6.42,Action,TV,12,2017,Frontier Works,Other,23,PG-13 - Teens 13 or older
1,Freezing,6.91,Action,TV,12,2011,Media Factory,Manga,24,R+ - Mild Nudity
1,Freezing Vibration,6.82,Action,TV,12,2013,Media Factory,Manga,23,R+ - Mild Nudity
1,Full Metal Panic!,7.65,Action,TV,24,2002,Kadokawa,Light novel,24,R - 17+ (violence & profanity)
1,Full Metal Panic! The Second Raid,7.96,Action,TV,13,2005,Kadokawa,Light novel,24,R - 17+ (violence & profanity)
1,Full Metal Panic? Fumoffu,8.07,Action,TV,12,2003,Studio Jack,Light novel,24,PG-13 - Teens 13 or older
1,Fullmetal Alchemist,8.17,Action,TV,51,2003,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Fullmetal Alchemist: Brotherhood,9.19,Action,TV,64,2009,Aniplex,Manga,24,R - 17+ (violence & profanity)
1,Futari wa Precure,7,Action,TV,49,2004,Asatsu DK,Original,24,G - All Ages
1,Futari wa Precure: Max Heart,6.94,Action,TV,47,2005,Asahi Broadcasting,Original,25,G - All Ages
1,Futari wa Precure: Splash☆Star,7.13,Action,TV,49,2006,Asahi Broadcasting,Original,24,G - All Ages
1,ēlDLIVE,6.16,Action,TV,12,2017,Yomiko Advertising,Manga,24,PG-13 - Teens 13 or older
1,Ga-Rei: Zero,7.64,Action,TV,12,2008,Lantis,Manga,23,R - 17+ (violence & profanity)
1,Gaist Crusher,5.86,Action,TV,51,2013,TV Tokyo,Game,24,PG - Children
1,Gakuen Basara,6.17,Action,TV,12,2018,TBS,Game,24,PG-13 - Teens 13 or older
1,Gakusen Toshi Asterisk,6.9,Action,TV,12,2015,Aniplex,Light novel,23,PG-13 - Teens 13 or older
1,Galilei Donna,6.44,Action,TV,11,2013,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Ganbare Genki,7.33,Action,TV,35,1980,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,Gangsta.,7.4,Action,TV,12,2015,Bandai Visual,Manga,23,R - 17+ (violence & profanity)
1,Gantz,7.05,Action,TV,13,2004,Fuji TV,Manga,22,R+ - Mild Nudity
1,Gantz 2nd Stage,7.08,Action,TV,13,2004,Fuji TV,Manga,23,R+ - Mild Nudity
1,Garo: Guren no Tsuki,5.89,Action,TV,23,2015,Tohokushinsha Film Corporation,Original,24,PG-13 - Teens 13 or older
1,Garo: Honoo no Kokuin,7.41,Action,TV,24,2014,Tohokushinsha Film Corporation,Original,24,R - 17+ (violence & profanity)
1,Garo: Vanishing Line,7.17,Action,TV,24,2017,Tohokushinsha Film Corporation,Original,24,R - 17+ (violence & profanity)
1,Gate Keepers,6.96,Action,TV,24,2000,Media Factory,Game,25,PG-13 - Teens 13 or older
1,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.74,Action,TV,12,2015,Genco,Light novel,23,R - 17+ (violence & profanity)
1,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.77,Action,TV,12,2016,Genco,Light novel,23,R - 17+ (violence & profanity)
1,Geisters: Fractions of the Earth,5.84,Action,TV,26,2001,Asahi,Original,24,PG-13 - Teens 13 or older
1,Genji Tsuushin Agedama,6.33,Action,TV,51,1991,Nihon Ad Systems,Original,25,R+ - Mild Nudity
1,Genshi Shounen Ryuu,6.3,Action,TV,22,1971,TBS,Manga,25,PG-13 - Teens 13 or older
1,Gensoumaden Saiyuuki,7.59,Action,TV,50,2000,TV Tokyo,Manga,23,R - 17+ (violence & profanity)
1,GetBackers,7.61,Action,TV,49,2002,TBS,Manga,24,PG-13 - Teens 13 or older
1,Getter Robo,6.79,Action,TV,51,1974,Dynamic Planning,Manga,25,PG-13 - Teens 13 or older
1,Getter Robo G,6.53,Action,TV,39,1975,Fuji TV,Manga,24,PG-13 - Teens 13 or older
1,Gifuu Doudou!!: Kanetsugu to Keiji,6.48,Action,TV,25,2013,Nippon Animation,Manga,24,R - 17+ (violence & profanity)
1,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.7,Action,TV,12,2018,Shochiku,Novel,25,R - 17+ (violence & profanity)
1,Ginga Kikoutai Majestic Prince,7.36,Action,TV,24,2013,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Ginga Nagareboshi Gin,8.04,Action,TV,21,1986,Asahi,Manga,23,PG-13 - Teens 13 or older
1,Ginga Senpuu Braiger,6.68,Action,TV,39,1981,Kokusai Eigasha,Original,23,PG-13 - Teens 13 or older
1,Ginga Shippuu Sasuraiger,6.33,Action,TV,43,1983,TV Tokyo,Original,25,PG-13 - Teens 13 or older
1,Ginga Tetsudou Monogatari,7.16,Action,TV,26,2003,Geneon Universal Entertainment,Original,24,PG-13 - Teens 13 or older
1,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.86,Action,TV,24,2006,C2C,Original,24,PG-13 - Teens 13 or older
1,Gintama,8.96,Action,TV,201,2006,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama.,8.99,Action,TV,12,2017,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama.: Porori-hen,8.53,Action,TV,13,2017,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Gintama.: Shirogane no Tamashii-hen,8.81,Action,TV,12,2018,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.86,Action,TV,14,2018,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama',9.08,Action,TV,51,2011,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama': Enchousen,9.04,Action,TV,13,2012,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Gintama°,9.1,Action,TV,51,2015,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Girls & Panzer,7.55,Action,TV,12,2012,Lantis,Original,24,PG-13 - Teens 13 or older
1,Girly Air Force,6.18,Action,TV,12,2019,Sotsu,Light novel,23,PG-13 - Teens 13 or older
1,Glamorous Heroes,4.5,Action,TV,10,2017,Sanrio,Game,5,PG-13 - Teens 13 or older
1,Gleipnir,7.02,Action,TV,13,2020,Kodansha,Manga,23,R - 17+ (violence & profanity)
1,Goal FH: Field Hunter,6.89,Action,TV,39,1994,NHK,Manga,30,PG-13 - Teens 13 or older
1,Goblin Slayer,7.46,Action,TV,12,2018,Sony Pictures Entertainment,Light novel,23,R - 17+ (violence & profanity)
1,God Eater,7.3,Action,TV,13,2015,Bandai Visual,Game,23,R - 17+ (violence & profanity)
1,God Mazinger,6.38,Action,TV,23,1984,Tokyo Movie Shinsha,Manga,29,R - 17+ (violence & profanity)
1,Golden Kamuy,7.83,Action,TV,12,2018,Magic Capsule,Manga,23,R - 17+ (violence & profanity)
1,Golden Kamuy 2nd Season,8.2,Action,TV,12,2018,Magic Capsule,Manga,23,R - 17+ (violence & profanity)
1,Golden Kamuy 3rd Season,8.46,Action,TV,12,2020,Magic Capsule,Manga,23,R - 17+ (violence & profanity)
1,Golgo 13 (TV),7.54,Action,TV,50,2008,TV Tokyo,Manga,24,R+ - Mild Nudity
1,Gon,5.73,Action,TV,50,2012,Kodansha,Manga,23,G - All Ages
1,Grancrest Senki,7.25,Action,TV,24,2018,Aniplex,Light novel,23,R - 17+ (violence & profanity)
1,Grappler Baki (TV),7.44,Action,TV,24,2001,flying DOG,Manga,25,PG-13 - Teens 13 or older
1,Great Mazinger,7.06,Action,TV,56,1974,Dynamic Planning,Manga,25,PG-13 - Teens 13 or older
1,Grenadier: Hohoemi no Senshi,6.72,Action,TV,12,2004,Shochiku,Manga,25,PG-13 - Teens 13 or older
1,Grimms Notes The Animation,5.99,Action,TV,12,2019,Sotsu,Game,24,PG-13 - Teens 13 or older
1,Guilty Crown,7.52,Action,TV,22,2011,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Gun Frontier,6.58,Action,TV,13,2002,TV Tokyo,Manga,25,PG-13 - Teens 13 or older
1,Gun x Sword,7.28,Action,TV,26,2005,Studio Jack,Original,24,PG-13 - Teens 13 or older
1,Gundam Build Divers,6.31,Action,TV,25,2018,TV Tokyo,Original,24,G - All Ages
1,Gundam Build Fighters,7.79,Action,TV,25,2013,TV Tokyo,Original,25,G - All Ages
1,Gundam Build Fighters Try,7.27,Action,TV,25,2014,TV Tokyo,Original,25,G - All Ages
1,Gundam: G no Reconguista,5.76,Action,TV,26,2014,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Gungrave,7.87,Action,TV,26,2003,Tohokushinsha Film Corporation,Game,25,R - 17+ (violence & profanity)
1,Gunjou no Magmell,6.03,Action,TV,13,2019,Shochiku,Manga,24,PG-13 - Teens 13 or older
1,Gunslinger Girl,7.42,Action,TV,13,2003,Marvelous,Manga,24,R - 17+ (violence & profanity)
1,Gunslinger Girl: Il Teatrino,7.16,Action,TV,13,2008,Marvelous,Manga,25,R - 17+ (violence & profanity)
1,Gunslinger Stratos The Animation,6.09,Action,TV,12,2015,Aniplex,Game,23,PG-13 - Teens 13 or older
1,"Hachi-nan tte, Sore wa Nai deshou!",6.19,Action,TV,12,2020,Sanrio,Light novel,23,PG-13 - Teens 13 or older
1,Hagure Yuusha no Aesthetica,6.89,Action,TV,12,2012,Genco,Light novel,24,R+ - Mild Nudity
1,Hai to Gensou no Grimgar,7.69,Action,TV,12,2016,Toho,Light novel,24,PG-13 - Teens 13 or older
1,Hakaima Sadamitsu,6.88,Action,TV,10,2001,Aniplex,Manga,22,R - 17+ (violence & profanity)
1,Hakata Tonkotsu Ramens,7.41,Action,TV,12,2018,Sotsu,Novel,23,R - 17+ (violence & profanity)
1,Hakkenden: Touhou Hakken Ibun,7.44,Action,TV,13,2013,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Hakkenden: Touhou Hakken Ibun 2nd Season,7.66,Action,TV,13,2013,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Hand Shakers,5.35,Action,TV,12,2017,Frontier Works,Original,23,PG-13 - Teens 13 or older
1,Hangyakusei Million Arthur,6.09,Action,TV,10,2018,Sotsu,Game,24,PG-13 - Teens 13 or older
1,Hangyakusei Million Arthur 2nd Season,6.35,Action,TV,13,2019,Sotsu,Game,24,PG-13 - Teens 13 or older
1,Hanyou no Yashahime: Sengoku Otogizoushi,6.86,Action,TV,24,2020,Shochiku,Original,24,PG-13 - Teens 13 or older
1,Hareluya II Boy,6.33,Action,TV,25,1997,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Hataraku Saibou Black (TV),7.57,Action,TV,13,2021,Aniplex,Manga,23,PG-13 - Teens 13 or older
1,Hayate no Gotoku!,7.58,Action,TV,52,2007,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Hayate no Gotoku!!,7.73,Action,TV,25,2009,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Healin' Good♡Precure,6.88,Action,TV,45,2020,Asatsu DK,Original,24,G - All Ages
1,HeatGuy J,7.17,Action,TV,25,2002,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Heavy Object,7.29,Action,TV,24,2015,Movic,Light novel,23,PG-13 - Teens 13 or older
1,Hellsing,7.5,Action,TV,13,2001,Fuji TV,Manga,23,R - 17+ (violence & profanity)
1,Heroic Age,7.56,Action,TV,26,2007,Starchild Records,Original,23,PG-13 - Teens 13 or older
1,Heroman,6.84,Action,TV,26,2010,TV Tokyo,Original,24,PG - Children
1,Hidamari no Ki,6.87,Action,TV,25,2000,VAP,Manga,23,R+ - Mild Nudity
1,Hidan no Aria,6.88,Action,TV,12,2011,TBS,Light novel,24,PG-13 - Teens 13 or older
1,Hidan no Aria AA,6.25,Action,TV,12,2015,flying DOG,Manga,23,PG-13 - Teens 13 or older
1,Higashi no Eden,7.83,Action,TV,11,2009,Dentsu,Original,23,R - 17+ (violence & profanity)
1,High School DxD BorN,7.45,Action,TV,12,2015,Genco,Light novel,24,R+ - Mild Nudity
1,High School DxD Hero,7.28,Action,TV,12,2018,AT-X,Light novel,23,R+ - Mild Nudity
1,High School DxD New,7.54,Action,TV,12,2013,Genco,Light novel,24,R+ - Mild Nudity
1,High School Fleet,7.3,Action,TV,12,2016,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Highschool of the Dead,7.15,Action,TV,12,2010,Geneon Universal Entertainment,Manga,24,R+ - Mild Nudity
1,Hina Logi: From Luck & Logic,6.68,Action,TV,12,2017,Bandai Visual,Card game,23,PG-13 - Teens 13 or older
1,Hitori no Shita: The Outcast,6.78,Action,TV,12,2016,Haoliners Animation League,Web manga,24,R - 17+ (violence & profanity)
1,Hitsugi no Chaika,7.29,Action,TV,12,2014,Kadokawa,Light novel,24,R - 17+ (violence & profanity)
1,Hitsugi no Chaika: Avenging Battle,7.22,Action,TV,10,2014,Kadokawa,Light novel,23,R - 17+ (violence & profanity)
1,Hokuto no Ken,7.99,Action,TV,109,1984,Fuji TV,Manga,25,R - 17+ (violence & profanity)
1,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.14,Action,TV,13,2008,Shochiku,Manga,24,R - 17+ (violence & profanity)
1,Honoo no Mirage,6.57,Action,TV,13,2002,Aniplex,Light novel,24,PG-13 - Teens 13 or older
1,Hoshi no Kirby,6.77,Action,TV,100,2001,C2C,Game,24,PG - Children
1,Houseki no Kuni (TV),8.41,Action,TV,12,2017,Mainichi Broadcasting System,Manga,24,PG-13 - Teens 13 or older
1,Hug tto! Precure,7.72,Action,TV,49,2018,Asahi Broadcasting,Original,24,G - All Ages
1,Hundred,6.37,Action,TV,12,2016,TV Tokyo,Light novel,24,PG-13 - Teens 13 or older
1,Hunter x Hunter,8.42,Action,TV,62,1999,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,Hunter x Hunter (2011),9.1,Action,TV,148,2011,VAP,Manga,23,PG-13 - Teens 13 or older
1,Hyakka Ryouran: Samurai Bride,6.77,Action,TV,12,2013,Genco,Light novel,24,R+ - Mild Nudity
1,Hyakka Ryouran: Samurai Girls,6.83,Action,TV,12,2010,Genco,Light novel,24,R+ - Mild Nudity
1,Hyper Police,6.95,Action,TV,25,1997,Kadokawa,Manga,24,R - 17+ (violence & profanity)
1,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.75,Action,TV,13,2020,Aniplex,Other,24,R - 17+ (violence & profanity)
1,I: Wish You Were Here,6.07,Action,TV,4,2001,GDH,Original,27,PG-13 - Teens 13 or older
1,Ichiban Ushiro no Daimaou,6.89,Action,TV,12,2010,Marvelous,Light novel,23,R+ - Mild Nudity
1,iDOLM@STER Xenoglossia,6.52,Action,TV,26,2007,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Igano Kabamaru,7.87,Action,TV,24,1983,Toho,Manga,23,PG-13 - Teens 13 or older
1,Ikkitousen: Dragon Destiny,6.8,Action,TV,12,2007,Genco,Manga,24,R+ - Mild Nudity
1,Ikkitousen: Great Guardians,6.78,Action,TV,12,2008,Genco,Manga,24,R+ - Mild Nudity
1,Ikkitousen: Xtreme Xecutor,6.78,Action,TV,12,2010,Genco,Manga,24,R+ - Mild Nudity
1,Infini-T Force,6.5,Action,TV,12,2017,Yomiko Advertising,Original,22,PG-13 - Teens 13 or older
1,Initial D Fifth Stage,8.08,Action,TV,14,2012,Avex Entertainment,Manga,27,PG-13 - Teens 13 or older
1,Initial D First Stage,8.29,Action,TV,26,1998,OB Planning,Manga,25,PG-13 - Teens 13 or older
1,Initial D Fourth Stage,8.15,Action,TV,24,2004,OB Planning,Manga,27,PG-13 - Teens 13 or older
1,Initial D Second Stage,8.12,Action,TV,13,1999,OB Planning,Manga,23,PG-13 - Teens 13 or older
1,InuYasha,7.85,Action,TV,167,2000,Yomiko Advertising,Manga,24,PG-13 - Teens 13 or older
1,InuYasha: Kanketsu-hen,8.22,Action,TV,26,2009,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Inuyashiki,7.7,Action,TV,11,2017,Aniplex,Manga,22,R - 17+ (violence & profanity)
1,Ippatsu Kiki Musume,6.26,Action,TV,16,1999,TBS,Manga,3,R+ - Mild Nudity
1,IS: Infinite Stratos,6.75,Action,TV,12,2011,Lantis,Light novel,24,PG-13 - Teens 13 or older
1,IS: Infinite Stratos 2,6.55,Action,TV,12,2013,Lantis,Light novel,24,PG-13 - Teens 13 or older
1,Isekai Cheat Magician,5.38,Action,TV,12,2019,AT-X,Light novel,23,PG-13 - Teens 13 or older
1,Isuca,6.03,Action,TV,10,2015,Kadokawa,Manga,23,R+ - Mild Nudity
1,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,Action,TV,12,2020,AT-X,Light novel,23,PG-13 - Teens 13 or older
1,Ixion Saga DT,7.21,Action,TV,25,2012,Sotsu,Game,24,PG-13 - Teens 13 or older
1,Jetter Mars,6.22,Action,TV,27,1977,m.o.e.,Original,23,G - All Ages
1,Jikuu Tenshou Nazca,5.65,Action,TV,12,1998,Kadokawa,Manga,24,PG-13 - Teens 13 or older
1,JoJo no Kimyou na Bouken (TV),8.06,Action,TV,26,2012,Yomiko Advertising,Manga,24,R - 17+ (violence & profanity)
1,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.12,Action,TV,24,2014,Yomiko Advertising,Manga,24,R - 17+ (violence & profanity)
1,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.45,Action,TV,24,2015,Yomiko Advertising,Manga,23,R - 17+ (violence & profanity)
1,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.51,Action,TV,39,2016,Warner Bros. Japan,Manga,23,R - 17+ (violence & profanity)
1,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.61,Action,TV,39,2018,Warner Bros. Japan,Manga,23,R - 17+ (violence & profanity)
1,Jormungand,7.85,Action,TV,12,2012,Geneon Universal Entertainment,Manga,24,R+ - Mild Nudity
1,Jormungand: Perfect Order,7.94,Action,TV,12,2012,Geneon Universal Entertainment,Manga,24,R+ - Mild Nudity
1,Jujutsu Kaisen (TV),8.54,Action,TV,24,2020,Toho,Manga,23,R - 17+ (violence & profanity)
1,Jungle no Ouja Taa-chan,7.01,Action,TV,50,1993,TV Tokyo,Manga,24,R+ - Mild Nudity
1,Juubee-chan: Lovely Gantai no Himitsu,6.67,Action,TV,13,1999,Bandai Visual,Original,25,PG-13 - Teens 13 or older
1,Juuni Kokuki,8.06,Action,TV,45,2002,Shochiku,Novel,25,PG-13 - Teens 13 or older
1,Juuni Taisen,6.55,Action,TV,12,2017,Sotsu,Novel,24,R - 17+ (violence & profanity)
1,Juusenki L-Gaim,6.7,Action,TV,54,1984,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Juushin Enbu: Hero Tales,6.86,Action,TV,26,2007,Sotsu,Manga,24,PG-13 - Teens 13 or older
1,Jyu Oh Sei,7.26,Action,TV,11,2006,Dentsu,Manga,22,R - 17+ (violence & profanity)
1,K,7.51,Action,TV,13,2012,Starchild Records,Original,24,PG-13 - Teens 13 or older
1,K: Return of Kings,7.63,Action,TV,13,2015,Starchild Records,Original,24,PG-13 - Teens 13 or older
1,Kämpfer,6.45,Action,TV,12,2009,TBS,Light novel,24,R+ - Mild Nudity
1,Kaibutsu Oujo,7.02,Action,TV,25,2007,Imagica,Manga,24,PG-13 - Teens 13 or older
1,Kaiketsu Jouki Tanteidan,6.64,Action,TV,26,1998,Studio Jack,Manga,24,PG-13 - Teens 13 or older
1,Kakumeiki Valvrave,7.17,Action,TV,12,2013,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Kakumeiki Valvrave 2nd Season,7.3,Action,TV,12,2013,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Kamen no Maid Guy,7.03,Action,TV,12,2008,Geneon Universal Entertainment,Manga,25,R+ - Mild Nudity
1,Kami no Tou,7.66,Action,TV,13,2020,Sanrio,Web manga,23,PG-13 - Teens 13 or older
1,Kamisama Dolls,7.04,Action,TV,13,2011,TV Tokyo,Manga,24,R - 17+ (violence & profanity)
1,Kantai Collection: KanColle,6.88,Action,TV,12,2015,flying DOG,Game,24,PG-13 - Teens 13 or older
1,Karakuri Circus (TV),7.09,Action,TV,36,2018,Fuji TV,Manga,24,PG-13 - Teens 13 or older
1,Karasu Tengu Kabuto,6.49,Action,TV,39,1990,KSS,Manga,25,R - 17+ (violence & profanity)
1,Karneval (TV),7.14,Action,TV,13,2013,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Katanagatari,8.36,Action,TV,12,2010,Aniplex,Light novel,50,R - 17+ (violence & profanity)
1,Katekyo Hitman Reborn!,8.18,Action,TV,203,2006,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Katsugeki/Touken Ranbu,6.73,Action,TV,13,2017,Aniplex,Game,23,PG-13 - Teens 13 or older
1,Katsute Kami Datta Kemono-tachi e,6.41,Action,TV,12,2019,Kodansha,Manga,23,R - 17+ (violence & profanity)
1,Keijo!!!!!!!!,7.02,Action,TV,12,2016,Sotsu,Manga,23,PG-13 - Teens 13 or older
1,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,6.03,Action,TV,12,2019,Frontier Works,Original,23,PG-13 - Teens 13 or older
1,Kekkai Sensen,7.65,Action,TV,12,2015,Nihon Ad Systems,Manga,26,R - 17+ (violence & profanity)
1,Kekkai Sensen & Beyond,7.88,Action,TV,12,2017,Nihon Ad Systems,Manga,24,R - 17+ (violence & profanity)
1,Kekkaishi (TV),7.63,Action,TV,52,2006,Yomiko Advertising,Manga,24,PG-13 - Teens 13 or older
1,Kemeko Deluxe!,6.59,Action,TV,12,2008,Geneon Universal Entertainment,Manga,24,PG-13 - Teens 13 or older
1,Kemono Jihen,7.56,Action,TV,12,2021,Frontier Works,Manga,23,R - 17+ (violence & profanity)
1,Kemonozume,7.39,Action,TV,13,2006,WOWOW,Original,23,R+ - Mild Nudity
1,Ken En Ken: Aoki Kagayaki,6.06,Action,TV,13,2018,TV Tokyo,Game,24,PG-13 - Teens 13 or older
1,Kenja no Mago,6.54,Action,TV,12,2019,Sotsu,Light novel,23,PG-13 - Teens 13 or older
